Date,TLS_DM,Shift,Conv_POL,NIR_POL,Var_Pol
10/15/2024,DM,4 - 12 SHIFT,13.23,11.93,1.3
10/15/2024,DM,4 - 12 SHIFT,12.71,11.25,1.46
10/16/2024,ETS,12 - 8 SHIFT,10.11,10.76,0.65
10/16/2024,MUTS,12 - 8 SHIFT,9.12,9.54,0.42
10/16/2024,DM,12 - 8 SHIFT,9.22,8.61,0.61
10/16/2024,DM,12 - 8 SHIFT,9.13,8.34,0.79
10/16/2024,DM,12 - 8 SHIFT,9.2,9.31,0.11
10/16/2024,ETS,8 - 4 SHIFT,12.76,10.51,2.25
10/16/2024,MTS,8 - 4 SHIFT,11.82,10.34,1.48
10/16/2024,CANITS,8 - 4 SHIFT,12.47,12.42,0.05
10/16/2024,SITS,8 - 4 SHIFT,9.99,9.72,0.27
10/16/2024,MATS,8 - 4 SHIFT,12.17,11.18,0.99
10/16/2024,DM,8 - 4 SHIFT,11.99,10.97,1.02
10/16/2024,DM,8 - 4 SHIFT,11.59,11.5,0.09
10/16/2024,DM,8 - 4 SHIFT,10.41,9.96,0.45
10/16/2024,ETS,4 - 12 SHIFT,13.95,13.01,0.94
10/16/2024,MTS,4 - 12 SHIFT,13.28,13.04,0.24
10/16/2024,CANITS,4 - 12 SHIFT,14.65,13.53,1.12
10/16/2024,LACATS,4 - 12 SHIFT,13.11,11.69,1.42
10/16/2024,MUTS,4 - 12 SHIFT,10.01,9.55,0.46
10/16/2024,MATS,4 - 12 SHIFT,12.89,11.42,1.47
10/16/2024,SATS,4 - 12 SHIFT,10.57,9.64,0.93
10/16/2024,DM,4 - 12 SHIFT,11.03,10.67,0.36
10/16/2024,DM,4 - 12 SHIFT,13.61,12.64,0.97
10/16/2024,DM,4 - 12 SHIFT,13.02,12.33,0.69
10/17/2024,ETS,12 - 8 SHIFT,13.42,13.56,0.14
10/17/2024,MUTS,12 - 8 SHIFT,10.18,9,1.18
10/17/2024,LACATS,12 - 8 SHIFT,13.05,12.78,0.27
10/17/2024,DM,12 - 8 SHIFT,8.99,8.54,0.45
10/17/2024,DM,12 - 8 SHIFT,13.11,12.44,0.67
10/17/2024,DM,12 - 8 SHIFT,12.49,11.09,1.4
10/17/2024,ETS,8 - 4 SHIFT,11.71,12.67,0.96
10/17/2024,MTS,8 - 4 SHIFT,12.12,12.49,0.37
10/17/2024,CANITS,8 - 4 SHIFT,9.06,12.53,3.47
10/17/2024,SITS,8 - 4 SHIFT,10.73,13.26,2.53
10/17/2024,MUTS,8 - 4 SHIFT,12.58,11.61,0.97
10/17/2024,MATS,8 - 4 SHIFT,11.61,11.36,0.25
10/17/2024,SATS,8 - 4 SHIFT,11.02,11.13,0.11
10/17/2024,DM,8 - 4 SHIFT,9.04,10.11,1.07
10/17/2024,DM,8 - 4 SHIFT,7.54,8.05,0.51
10/17/2024,DM,8 - 4 SHIFT,10.21,9.87,0.34
10/17/2024,ETS,4 - 12 SHIFT,12.56,13.55,0.99
10/17/2024,MTS,4 - 12 SHIFT,12.77,13,0.23
10/17/2024,CANITS,4 - 12 SHIFT,12.85,12.77,0.08
10/17/2024,LACATS,4 - 12 SHIFT,10.98,11.18,0.2
10/17/2024,MUTS,4 - 12 SHIFT,12.52,12.71,0.19
10/17/2024,MATS,4 - 12 SHIFT,11.03,11.02,0.01
10/17/2024,SATS,4 - 12 SHIFT,11.62,11.82,0.2
10/17/2024,DM,4 - 12 SHIFT,13.42,13.56,0.14
10/17/2024,DM,4 - 12 SHIFT,11.74,11.48,0.26
10/17/2024,DM,4 - 12 SHIFT,12.56,12.28,0.28
10/18/2024,ETS,12 - 8 SHIFT,11.94,12,0.06
10/18/2024,CANITS,12 - 8 SHIFT,12.65,13.02,0.37
10/18/2024,CANITS,12 - 8 SHIFT,11.46,9.69,1.77
10/18/2024,MTS,12 - 8 SHIFT,13.22,14.21,0.99
10/18/2024,MUTS,12 - 8 SHIFT,10.01,10.39,0.38
10/18/2024,LACATS,12 - 8 SHIFT,9.16,10.41,1.25
10/18/2024,DM,12 - 8 SHIFT,13.81,12.74,1.07
10/18/2024,DM,12 - 8 SHIFT,13.61,13.53,0.08
10/18/2024,DM,12 - 8 SHIFT,12.42,12.59,0.17
10/18/2024,CANITS,8 - 4 SHIFT,11.16,13.71,2.55
10/18/2024,DM,8 - 4 SHIFT,10.13,11.23,1.1
10/18/2024,DM,8 - 4 SHIFT,10.31,10.43,0.12
10/18/2024,DM,8 - 4 SHIFT,10.43,10.85,0.42
10/18/2024,ETS,4 - 12 SHIFT,7.49,8.97,1.48
10/18/2024,MTS,4 - 12 SHIFT,14.71,14.15,0.56
10/18/2024,CANITS,4 - 12 SHIFT,14.8,14.06,0.74
10/18/2024,SITS,4 - 12 SHIFT,10.34,10.36,0.02
10/18/2024,LACATS,4 - 12 SHIFT,11.46,11.64,0.18
10/18/2024,MUTS,4 - 12 SHIFT,10.65,10.51,0.14
10/18/2024,MATS,4 - 12 SHIFT,12.45,12.49,0.04
10/18/2024,SATS,4 - 12 SHIFT,12.64,12.95,0.31
10/18/2024,DM,4 - 12 SHIFT,14.69,15.36,0.67
10/18/2024,DM,4 - 12 SHIFT,13.41,13.03,0.38
10/18/2024,DM,4 - 12 SHIFT,9.37,9.67,0.3
10/19/2024,ETS,12 - 8 SHIFT,12.9,12.75,0.15
10/19/2024,MUTS,12 - 8 SHIFT,11.15,12.05,0.9
10/19/2024,LACATS,12 - 8 SHIFT,12.34,11.88,0.46
10/19/2024,DM,12 - 8 SHIFT,14.74,14.8,0.06
10/19/2024,DM,12 - 8 SHIFT,11.46,11.52,0.06
10/19/2024,DM,12 - 8 SHIFT,10.99,9.85,1.14
10/19/2024,ETS,8 - 4 SHIFT,9.16,10.46,1.3
10/19/2024,CANITS,8 - 4 SHIFT,10.14,11.08,0.94
10/19/2024,SITS,8 - 4 SHIFT,11.47,12.58,1.11
10/19/2024,MUTS,8 - 4 SHIFT,7.63,8.92,1.29
10/19/2024,MATS,8 - 4 SHIFT,9.89,13.47,3.58
10/19/2024,SATS,8 - 4 SHIFT,11.25,11.55,0.3
10/19/2024,DM,8 - 4 SHIFT,9.43,9.79,0.36
10/19/2024,DM,8 - 4 SHIFT,12.72,13.62,0.9
10/19/2024,DM,8 - 4 SHIFT,9.64,10.26,0.62
10/19/2024,ETS,4 - 12 SHIFT,13.49,13.88,0.39
10/19/2024,MTS,4 - 12 SHIFT,8.99,9.15,0.16
10/19/2024,CANITS,4 - 12 SHIFT,10,10.65,0.65
10/19/2024,SITS,4 - 12 SHIFT,12.85,13.52,0.67
10/19/2024,LACATS,4 - 12 SHIFT,9.93,9.95,0.02
10/19/2024,MUTS,4 - 12 SHIFT,10.85,10.54,0.31
10/19/2024,MATS,4 - 12 SHIFT,12.08,12.47,0.39
10/19/2024,SATS,4 - 12 SHIFT,13.78,13.48,0.3
10/19/2024,DM,4 - 12 SHIFT,11.4,11.76,0.36
10/19/2024,DM,4 - 12 SHIFT,12.17,11.89,0.28
10/19/2024,DM,4 - 12 SHIFT,12.81,12.47,0.34
10/20/2024,ETS,12 - 8 SHIFT,11.22,11.38,0.16
10/20/2024,CANITS,12 - 8 SHIFT,12.02,13.05,1.03
10/20/2024,LACATS,12 - 8 SHIFT,10.82,11.34,0.52
10/20/2024,DM,12 - 8 SHIFT,12.56,13.24,0.68
10/20/2024,DM,12 - 8 SHIFT,11.55,13.5,1.95
10/20/2024,DM,12 - 8 SHIFT,11.76,11.55,0.21
10/20/2024,CANITS,8 - 4 SHIFT,8.01,9.65,1.64
10/21/2024,MTS,8 - 4 SHIFT,9.88,11.08,1.2
10/21/2024,CANITS,8 - 4 SHIFT,9.9,9.57,0.33
10/21/2024,DM,8 - 4 SHIFT,7.89,8.41,0.52
10/21/2024,DM,8 - 4 SHIFT,9.63,8.95,0.68
10/21/2024,DM,8 - 4 SHIFT,9.34,9.79,0.45
10/21/2024,ETS,4 - 12 SHIFT,12.72,12.68,0.04
10/21/2024,MTS,4 - 12 SHIFT,11.39,11.36,0.03
10/21/2024,CANITS,4 - 12 SHIFT,11.22,11.79,0.57
10/21/2024,LACATS,4 - 12 SHIFT,11.62,12.02,0.4
10/21/2024,MATS,4 - 12 SHIFT,11.18,11.03,0.15
10/21/2024,SATS,4 - 12 SHIFT,12.94,13.74,0.8
10/21/2024,DM,4 - 12 SHIFT,10.26,10.22,0.04
10/21/2024,DM,4 - 12 SHIFT,11.95,12.17,0.22
10/21/2024,DM,4 - 12 SHIFT,12.58,12.98,0.4
10/22/2024,DM,12 - 8 SHIFT,11.7,12.4,0.7
10/22/2024,DM,12 - 8 SHIFT,11.9,11.29,0.61
10/22/2024,DM,12 - 8 SHIFT,11.55,11.18,0.37
10/22/2024,ETS,8 - 4 SHIFT,11.84,11.86,0.02
10/22/2024,CANITS,8 - 4 SHIFT,8.72,8.9835,0.2635
10/22/2024,SITS,8 - 4 SHIFT,11.13,11.54,0.41
10/22/2024,MATS,8 - 4 SHIFT,11.77,11.71,0.06
10/22/2024,SATS,8 - 4 SHIFT,10.46,11.24,0.78
10/22/2024,DM,8 - 4 SHIFT,12.11,11.19,0.92
10/22/2024,DM,8 - 4 SHIFT,11.47,12.18,0.71
10/22/2024,DM,8 - 4 SHIFT,9.79,9.13,0.66
10/22/2024,ETS,4 - 12 SHIFT,9.23,8.68,0.55
10/22/2024,MTS,4 - 12 SHIFT,14.15,14.56,0.41
10/22/2024,CANITS,4 - 12 SHIFT,10.25,9.53,0.72
10/22/2024,LACATS,4 - 12 SHIFT,10.13,9.46,0.67
10/22/2024,MUTS,4 - 12 SHIFT,10.03,9.97,0.06
10/22/2024,MATS,4 - 12 SHIFT,11.64,11.69,0.05
10/22/2024,SATS,4 - 12 SHIFT,11.72,11.33,0.39
10/22/2024,DM,4 - 12 SHIFT,8.95,9.64,0.69
10/22/2024,DM,4 - 12 SHIFT,11.4,11.46,0.06
10/22/2024,DM,4 - 12 SHIFT,12.54,12.04,0.5
10/23/2024,SATS,12 - 8 SHIFT,12.35,12.38,0.03
10/23/2024,MUTS,12 - 8 SHIFT,10.05,9.54,0.51
10/23/2024,MUTS,12 - 8 SHIFT,7.34,,7.34
10/23/2024,DM,12 - 8 SHIFT,13.13,13.2,0.07
10/23/2024,DM,12 - 8 SHIFT,11.73,11.16,0.57
10/23/2024,DM,12 - 8 SHIFT,10.1,10.03,0.07
10/23/2024,ETS,8 - 4 SHIFT,11.74,11.31,0.43
10/23/2024,MTS,8 - 4 SHIFT,12.2,11.93,0.27
10/23/2024,CANITS,8 - 4 SHIFT,10.94,10.13,0.81
10/23/2024,SITS,8 - 4 SHIFT,12.49,12.04,0.45
10/23/2024,MUTS,8 - 4 SHIFT,10.44,9.74,0.7
10/23/2024,MATS,8 - 4 SHIFT,10.67,9.81,0.86
10/23/2024,SATS,8 - 4 SHIFT,13.57,13.38,0.19
10/23/2024,DM,8 - 4 SHIFT,8.03,7.81,0.22
10/23/2024,DM,8 - 4 SHIFT,10.68,10.72,0.04
10/23/2024,DM,8 - 4 SHIFT,12.8,11.93,0.87
10/23/2024,ETS,4 - 12 SHIFT,11.41,11.31,0.1
10/23/2024,MTS,4 - 12 SHIFT,11.7,10.84,0.86
10/23/2024,CANITS,4 - 12 SHIFT,11.95,10.01,1.94
10/23/2024,SITS,4 - 12 SHIFT,10.14,10.89,0.75
10/23/2024,LACATS,4 - 12 SHIFT,9.97,9.67,0.3
10/23/2024,MUTS,4 - 12 SHIFT,10.8,10.54,0.26
10/23/2024,MATS,4 - 12 SHIFT,9.29,9.6,0.31
10/23/2024,SATS,4 - 12 SHIFT,11.98,10.96,1.02
10/23/2024,DM,4 - 12 SHIFT,11.18,12.49,1.31
10/23/2024,DM,4 - 12 SHIFT,11.11,10.83,0.28
10/23/2024,DM,4 - 12 SHIFT,11.09,10.13,0.96
10/24/2024,ETS,12 - 8 SHIFT,12.49,12.77,0.28
10/24/2024,CANITS,12 - 8 SHIFT,12.47,12.69,0.22
10/24/2024,MTS,12 - 8 SHIFT,12.12,12.58,0.46
10/24/2024,MUTS,12 - 8 SHIFT,10.6,11.09,0.49
10/24/2024,DM,12 - 8 SHIFT,10.75,10.66,0.09
10/24/2024,DM,12 - 8 SHIFT,9.84,9.97,0.13
10/24/2024,DM,12 - 8 SHIFT,12.44,8.82,3.62
10/24/2024,ETS,8 - 4 SHIFT,11.1,11.54,0.44
10/24/2024,MTS,8 - 4 SHIFT,13.79,14.47,0.68
10/24/2024,CANITS,8 - 4 SHIFT,11.9,12.12,0.22
10/24/2024,SITS,8 - 4 SHIFT,11.73,10.22,1.51
10/24/2024,LACATS,8 - 4 SHIFT,11.22,9.06,2.16
10/24/2024,MUTS,8 - 4 SHIFT,10.14,10.22,0.08
10/24/2024,MATS,8 - 4 SHIFT,9.67,9.16,0.51
10/24/2024,SATS,8 - 4 SHIFT,12.46,12.12,0.34
10/24/2024,DM,8 - 4 SHIFT,11.75,10.89,0.86
10/24/2024,DM,8 - 4 SHIFT,11.61,11.45,0.16
10/24/2024,DM,8 - 4 SHIFT,13.34,12.08,1.26
10/24/2024,ETS,4 - 12 SHIFT,10.58,11.27,0.69
10/24/2024,MTS,4 - 12 SHIFT,10.55,10.21,0.34
10/24/2024,CANITS,4 - 12 SHIFT,12.15,12.15,0
10/24/2024,SITS,4 - 12 SHIFT,11.62,11.2,0.42
10/24/2024,LACATS,4 - 12 SHIFT,8.75,9.66,0.91
10/24/2024,MATS,4 - 12 SHIFT,9.95,8.57,1.38
10/24/2024,SATS,4 - 12 SHIFT,13.01,13.06,0.05
10/24/2024,DM,4 - 12 SHIFT,13.55,13.61,0.06
10/24/2024,DM,4 - 12 SHIFT,9.38,8.17,1.21
10/24/2024,DM,4 - 12 SHIFT,9.44,10.27,0.83
10/25/2024,MTS,12 - 8 SHIFT,8.26,9.64,1.38
10/25/2024,SATS,12 - 8 SHIFT,8.39,9.15,0.76
10/25/2024,MUTS,12 - 8 SHIFT,11.94,12.17,0.23
10/25/2024,MATS,12 - 8 SHIFT,9.3,11.11,1.81
10/25/2024,DM,12 - 8 SHIFT,11.77,12.64,0.87
10/25/2024,DM,12 - 8 SHIFT,9.48,9.72,0.24
10/25/2024,DM,12 - 8 SHIFT,11.02,12.23,1.21
10/25/2024,ETS,8 - 4 SHIFT,10.21,10.8,0.59
10/25/2024,MTS,8 - 4 SHIFT,11.65,10.89,0.76
10/25/2024,CANITS,8 - 4 SHIFT,10.36,11.1,0.74
10/25/2024,SITS,8 - 4 SHIFT,10.54,10.96,0.42
10/25/2024,LACATS,8 - 4 SHIFT,10.97,10.52,0.45
10/25/2024,MUTS,8 - 4 SHIFT,10.02,10.13,0.11
10/25/2024,MATS,8 - 4 SHIFT,9,8.22,0.78
10/25/2024,SATS,8 - 4 SHIFT,9.41,9.47,0.06
10/25/2024,DM,8 - 4 SHIFT,10.07,10.28,0.21
10/25/2024,DM,8 - 4 SHIFT,8.43,8.97,0.54
10/25/2024,DM,8 - 4 SHIFT,8.77,8.15,0.62
10/25/2024,ETS,4 - 12 SHIFT,9.48,9.54,0.06
10/25/2024,MTS,4 - 12 SHIFT,9.42,9.86,0.44
10/25/2024,CANITS,4 - 12 SHIFT,10.48,10.07,0.41
10/25/2024,LACATS,4 - 12 SHIFT,9.87,10.89,1.02
10/25/2024,MUTS,4 - 12 SHIFT,7.42,8.9,1.48
10/25/2024,MATS,4 - 12 SHIFT,11.93,11.62,0.31
10/25/2024,DM,4 - 12 SHIFT,10.91,10.07,0.84
10/25/2024,DM,4 - 12 SHIFT,11.52,12.3,0.78
10/25/2024,DM,4 - 12 SHIFT,12.42,12.93,0.51
10/26/2024,ETS,12 - 8 SHIFT,9.23,11.17,1.94
10/26/2024,CANITS,12 - 8 SHIFT,10.61,11.27,0.66
10/26/2024,MTS,12 - 8 SHIFT,7.31,8.81,1.5
10/26/2024,SATS,12 - 8 SHIFT,10.5,11.07,0.57
10/26/2024,MATS,12 - 8 SHIFT,7.73,8.82,1.09
10/26/2024,LACATS,12 - 8 SHIFT,8.06,9.91,1.85
10/26/2024,DM,12 - 8 SHIFT,9.91,11.67,1.76
10/26/2024,DM,12 - 8 SHIFT,9.88,11.01,1.13
10/26/2024,DM,12 - 8 SHIFT,8.61,9.43,0.82
10/26/2024,ETS,8 - 4 SHIFT,8.6,9.79,1.19
10/26/2024,MTS,8 - 4 SHIFT,6.95,7.54,0.59
10/26/2024,CANITS,8 - 4 SHIFT,10.85,11.06,0.21
10/26/2024,SITS,8 - 4 SHIFT,9.78,10.65,0.87
10/26/2024,LACATS,8 - 4 SHIFT,8.46,8.51,0.05
10/26/2024,MATS,8 - 4 SHIFT,8.82,8.86,0.04
10/26/2024,SATS,8 - 4 SHIFT,10.19,10.48,0.29
10/26/2024,DM,8 - 4 SHIFT,7.79,8.47,0.68
10/26/2024,DM,8 - 4 SHIFT,8.51,8.55,0.04
10/26/2024,DM,8 - 4 SHIFT,9.4,11.25,1.85
10/26/2024,ETS,4 - 12 SHIFT,11.01,13.22,2.21
10/26/2024,CANITS,4 - 12 SHIFT,8.37,9,0.63
10/26/2024,SITS,4 - 12 SHIFT,9.46,10.55,1.09
10/26/2024,LACATS,4 - 12 SHIFT,10.64,11.2,0.56
10/26/2024,MUTS,4 - 12 SHIFT,9.86,12.14,2.28
10/26/2024,MATS,4 - 12 SHIFT,9.06,9.63,0.57
10/26/2024,SATS,4 - 12 SHIFT,9.18,10.27,1.09
10/26/2024,DM,4 - 12 SHIFT,9.35,11.27,1.92
10/26/2024,DM,4 - 12 SHIFT,9.22,10.33,1.11
10/26/2024,DM,4 - 12 SHIFT,11.22,12.1,0.88
10/27/2024,ETS,12 - 8 SHIFT,10.38,10.87,0.49
10/27/2024,LACATS,12 - 8 SHIFT,8.79,8.76,0.03
10/27/2024,DM,12 - 8 SHIFT,8.14,9.19,1.05
10/27/2024,DM,12 - 8 SHIFT,8.72,9.22,0.5
10/27/2024,DM,12 - 8 SHIFT,8.37,9.29,0.92
10/27/2024,CANITS,8 - 4 SHIFT,14.91,14.95,0.04
10/27/2024,SITS,8 - 4 SHIFT,10.84,11.09,0.25
10/27/2024,SATS,8 - 4 SHIFT,12.89,12.58,0.31
10/27/2024,DM,8 - 4 SHIFT,13.4,13.68,0.28
10/27/2024,DM,8 - 4 SHIFT,10.63,10.82,0.19
10/27/2024,DM,8 - 4 SHIFT,11.89,12.23,0.34
10/28/2024,MTS,8 - 4 SHIFT,11.31,12.41,1.1
10/28/2024,CANITS,8 - 4 SHIFT,12.08,13.5,1.42
10/28/2024,DM,8 - 4 SHIFT,10.48,8.69,1.79
10/28/2024,DM,8 - 4 SHIFT,13.09,12.5,0.59
10/28/2024,DM,8 - 4 SHIFT,12.71,11.97,0.74
10/28/2024,ETS,4 - 12 SHIFT,11.84,11.62,0.22
10/28/2024,MTS,4 - 12 SHIFT,14.16,14.67,0.51
10/28/2024,CANITS,4 - 12 SHIFT,14.04,13.8,0.24
10/28/2024,SITS,4 - 12 SHIFT,10.21,11.86,1.65
10/28/2024,LACATS,4 - 12 SHIFT,10.15,10.48,0.33
10/28/2024,MUTS,4 - 12 SHIFT,11.04,9.56,1.48
10/28/2024,MATS,4 - 12 SHIFT,12.01,11.45,0.56
10/28/2024,SATS,4 - 12 SHIFT,9.89,10.82,0.93
10/28/2024,DM,4 - 12 SHIFT,10.36,12.1,1.74
10/28/2024,DM,4 - 12 SHIFT,12.31,12.73,0.42
10/28/2024,DM,4 - 12 SHIFT,13.43,12.57,0.86
10/29/2024,ETS,12 - 8 SHIFT,12.83,12.73,0.1
10/29/2024,MATS,12 - 8 SHIFT,13.46,13.08,0.38
10/29/2024,LACATS,12 - 8 SHIFT,8.72,8.75,0.03
10/29/2024,DM,12 - 8 SHIFT,10.77,10.92,0.15
10/29/2024,DM,12 - 8 SHIFT,12.11,12.76,0.65
10/29/2024,DM,12 - 8 SHIFT,9.4,10.98,1.58
10/29/2024,ETS,8 - 4 SHIFT,10.65,10.87,0.22
10/29/2024,CANITS,8 - 4 SHIFT,11.08,13.15,2.07
10/29/2024,SITS,8 - 4 SHIFT,11.31,11.56,0.25
10/29/2024,MATS,8 - 4 SHIFT,11.41,10.85,0.56
10/29/2024,SATS,8 - 4 SHIFT,11.46,11.79,0.33
10/29/2024,DM,8 - 4 SHIFT,8.96,11.01,2.05
10/29/2024,DM,8 - 4 SHIFT,12.01,11.74,0.27
10/29/2024,DM,8 - 4 SHIFT,10.21,11.43,1.22
10/29/2024,ETS,4 - 12 SHIFT,11.92,11.74,0.18
10/29/2024,MTS,4 - 12 SHIFT,12.35,13.38,1.03
10/29/2024,CANITS,4 - 12 SHIFT,14.15,13.1,1.05
10/29/2024,SITS,4 - 12 SHIFT,11.41,12.14,0.73
10/29/2024,MUTS,4 - 12 SHIFT,9.91,10.62,0.71
10/29/2024,SATS,4 - 12 SHIFT,10.59,10.92,0.33
10/29/2024,DM,4 - 12 SHIFT,14.92,14.61,0.31
10/29/2024,DM,4 - 12 SHIFT,13.09,12.56,0.53
10/29/2024,DM,4 - 12 SHIFT,11.1,11.57,0.47
10/30/2024,ETS,12 - 8 SHIFT,10.29,10.24,0.05
10/30/2024,CANITS,12 - 8 SHIFT,14.41,14.09,0.32
10/30/2024,MTS,12 - 8 SHIFT,10.83,11.95,1.12
10/30/2024,SATS,12 - 8 SHIFT,12.86,13.44,0.58
10/30/2024,MUTS,12 - 8 SHIFT,11.76,11.21,0.55
10/30/2024,MATS,12 - 8 SHIFT,9.97,9.55,0.42
10/30/2024,LACATS,12 - 8 SHIFT,9.24,9.15,0.09
10/30/2024,DM,12 - 8 SHIFT,11.64,12.16,0.52
10/30/2024,DM,12 - 8 SHIFT,12.34,11.9,0.44
10/30/2024,DM,12 - 8 SHIFT,12.81,12.6,0.21
10/30/2024,ETS,8 - 4 SHIFT,11.28,12.4,1.12
10/30/2024,MTS,8 - 4 SHIFT,12.36,12.08,0.28
10/30/2024,CANITS,8 - 4 SHIFT,11.35,12.55,1.2
10/30/2024,SITS,8 - 4 SHIFT,13.77,13.8,0.03
10/30/2024,SATS,8 - 4 SHIFT,11.14,10.44,0.7
10/30/2024,DM,8 - 4 SHIFT,11.38,11,0.38
10/30/2024,DM,8 - 4 SHIFT,11.85,10.69,1.16
10/30/2024,DM,8 - 4 SHIFT,10.46,10.51,0.05
10/30/2024,ETS,4 - 12 SHIFT,11.54,11.51,0.03
10/30/2024,MTS,4 - 12 SHIFT,13.41,12.95,0.46
10/30/2024,CANITS,4 - 12 SHIFT,11.96,12.01,0.05
10/30/2024,LACATS,4 - 12 SHIFT,11.94,11.31,0.63
10/30/2024,MUTS,4 - 12 SHIFT,8.54,10.97,2.43
10/30/2024,MATS,4 - 12 SHIFT,10.6,11.77,1.17
10/30/2024,SATS,4 - 12 SHIFT,10.64,10.26,0.38
10/30/2024,DM,4 - 12 SHIFT,9.22,10.17,0.95
10/30/2024,DM,4 - 12 SHIFT,11.76,12.9,1.14
10/30/2024,DM,4 - 12 SHIFT,10.82,11.62,0.8
10/31/2024,ETS,12 - 8 SHIFT,9.34,10.35,1.01
10/31/2024,MTS,12 - 8 SHIFT,10.69,11.63,0.94
10/31/2024,MUTS,12 - 8 SHIFT,9.39,11.51,2.12
10/31/2024,MATS,12 - 8 SHIFT,6.04,6.81,0.77
10/31/2024,LACATS,12 - 8 SHIFT,11.54,11.21,0.33
10/31/2024,DM,12 - 8 SHIFT,10.64,11.07,0.43
10/31/2024,DM,12 - 8 SHIFT,10.27,9.68,0.59
10/31/2024,DM,12 - 8 SHIFT,9.07,11.11,2.04
10/31/2024,ETS,8 - 4 SHIFT,9.98,11.9,1.92
10/31/2024,MTS,8 - 4 SHIFT,11.53,11.91,0.38
10/31/2024,CANITS,8 - 4 SHIFT,12.77,13.01,0.24
10/31/2024,SITS,8 - 4 SHIFT,11.64,13.35,1.71
10/31/2024,MUTS,8 - 4 SHIFT,11.21,12.77,1.56
10/31/2024,MATS,8 - 4 SHIFT,11.02,11.68,0.66
10/31/2024,SATS,8 - 4 SHIFT,11.74,10.98,0.76
10/31/2024,DM,8 - 4 SHIFT,12.22,12.98,0.76
10/31/2024,DM,8 - 4 SHIFT,12.44,12.92,0.48
10/31/2024,DM,8 - 4 SHIFT,10.51,12.64,2.13
10/31/2024,ETS,4 - 12 SHIFT,11.5,12.37,0.87
10/31/2024,MTS,4 - 12 SHIFT,13.37,14.05,0.68
10/31/2024,CANITS,4 - 12 SHIFT,10.4,11.26,0.86
10/31/2024,SITS,4 - 12 SHIFT,10.57,12.19,1.62
10/31/2024,LACATS,4 - 12 SHIFT,10.01,9.92,0.09
10/31/2024,MUTS,4 - 12 SHIFT,11.09,12.42,1.33
10/31/2024,MATS,4 - 12 SHIFT,9.96,10.64,0.68
10/31/2024,SATS,4 - 12 SHIFT,11.57,10.18,1.39
10/31/2024,DM,4 - 12 SHIFT,9.88,11.3,1.42
10/31/2024,DM,4 - 12 SHIFT,9.87,12.38,2.51
10/31/2024,DM,4 - 12 SHIFT,6.71,11.83,5.12
11/01/2024,ETS,12 - 8 SHIFT,12.2,12.4,0.2
11/01/2024,CANITS,12 - 8 SHIFT,14.76,14.04,0.72
11/01/2024,SITS,12 - 8 SHIFT,12.59,12.98,0.39
11/01/2024,SATS,12 - 8 SHIFT,10.33,10.47,0.14
11/01/2024,DM,12 - 8 SHIFT,13.11,15.38,2.27
11/01/2024,DM,12 - 8 SHIFT,9.7,11.72,2.02
11/01/2024,DM,12 - 8 SHIFT,11.16,10.69,0.47
11/01/2024,MTS,8 - 4 SHIFT,10.37,12.12,1.75
11/01/2024,CANITS,8 - 4 SHIFT,10.32,12.14,1.82
11/01/2024,MUTS,8 - 4 SHIFT,11.8,12.66,0.86
11/01/2024,MATS,8 - 4 SHIFT,10.77,11.08,0.31
11/01/2024,SATS,8 - 4 SHIFT,10.3,11.85,1.55
11/01/2024,DM,8 - 4 SHIFT,12.09,12.36,0.27
11/01/2024,DM,8 - 4 SHIFT,12.65,12.83,0.18
11/01/2024,DM,8 - 4 SHIFT,10.96,11.85,0.89
11/01/2024,MTS,4 - 12 SHIFT,10.96,12.97,2.01
11/01/2024,LACATS,4 - 12 SHIFT,9.91,11.1,1.19
11/01/2024,MUTS,4 - 12 SHIFT,12.33,12.51,0.18
11/01/2024,SATS,4 - 12 SHIFT,9.39,11.76,2.37
11/01/2024,DM,4 - 12 SHIFT,10.61,11.41,0.8
11/02/2024,LACATS,12 - 8 SHIFT,8.38,9.82,1.44
11/02/2024,DM,12 - 8 SHIFT,11.86,12.76,0.9
11/02/2024,CANITS,8 - 4 SHIFT,13.46,14.41,0.95
11/02/2024,SITS,8 - 4 SHIFT,8.84,10.72,1.88
11/02/2024,DM,8 - 4 SHIFT,7.49,10.1,2.61
11/02/2024,DM,8 - 4 SHIFT,10.51,13.53,3.02
11/02/2024,DM,8 - 4 SHIFT,10.52,11.44,0.92
11/05/2024,ETS,8 - 4 SHIFT,12.14,12.42,0.28
11/05/2024,MTS,8 - 4 SHIFT,13.54,13.38,0.16
11/05/2024,CANITS,8 - 4 SHIFT,9.39,11.83,2.44
11/05/2024,DM,8 - 4 SHIFT,9.1,9.95,0.85
11/05/2024,DM,8 - 4 SHIFT,8.84,11.06,2.22
11/05/2024,DM,8 - 4 SHIFT,11.11,10.73,0.38
11/05/2024,ETS,4 - 12 SHIFT,11.42,10.89,0.53
11/05/2024,MTS,4 - 12 SHIFT,13.31,12.83,0.48
11/05/2024,CANITS,4 - 12 SHIFT,9.02,10.04,1.02
11/05/2024,SITS,4 - 12 SHIFT,11.4,12.2,0.8
11/05/2024,LACATS,4 - 12 SHIFT,11.05,10.29,0.76
11/05/2024,MUTS,4 - 12 SHIFT,10.38,9.9,0.48
